,S,K,T,ANN_price
76992,18816.7,19200.0,16,41.45
155041,19794.7,19400.0,62,762.96
102168,19632.55,18100.0,8,1546.16
137448,19542.65,19800.0,13,72.65
79088,18665.5,18600.0,27,312.7
93493,19745.0,19800.0,41,366.96
91526,19833.15,17500.0,8,2319.72
106990,19393.6,20200.0,3,4.14
171670,21349.4,21950.0,20,37.82
122464,19674.25,19650.0,6,152.29
170277,21150.15,22000.0,99,279.94
150779,19765.2,19850.0,70,469.81
147144,19395.3,18550.0,0,876.27
102915,19543.1,18750.0,7,841.56
142816,18989.15,20900.0,8,1.41
115979,19727.05,19950.0,49,280.93
170532,21255.05,19150.0,7,2177.17
97170,19753.8,20200.0,17,35.32
116675,19819.95,19500.0,83,778.09
142475,19079.6,23000.0,58,5.51
106707,19310.15,18950.0,41,628.37
103817,19428.3,21300.0,20,2.71
131247,19512.35,19900.0,52,239.22
145665,19411.75,25000.0,416,121.83
114944,19611.05,19700.0,8,104.51
116821,19996.35,21000.0,3,2.89
94284,19672.35,21250.0,38,10.09
99996,19517.0,19550.0,6,118.27
125409,19523.55,21300.0,0,0.04
108641,19444.0,19600.0,29,210.75
150250,19765.2,21150.0,7,1.85
137666,19542.65,19000.0,41,789.78
132480,19811.35,19600.0,15,363.19
140384,19047.25,19550.0,6,16.6
129830,19545.75,20500.0,56,77.46
128167,19436.1,21000.0,15,2.85
75606,18826.0,19700.0,13,6.41
102191,19632.55,19400.0,8,327.99
75236,18688.1,18450.0,42,524.54
77646,18856.85,18700.0,15,297.39
167401,21456.65,22100.0,41,118.93
82143,19189.05,21000.0,272,455.31
95888,19659.9,19100.0,35,789.37
105521,19465.0,17500.0,134,2422.27
166581,21182.7,22250.0,42,39.88
134720,19731.75,20000.0,17,96.21
148605,19443.55,20600.0,3,1.47
165552,20926.35,21900.0,29,25.6
91435,19833.15,20900.0,1,1.59
133792,19751.05,19850.0,6,98.59
143195,18989.15,19200.0,57,344.55
111146,19342.65,21100.0,9,1.63
107087,19393.6,18500.0,10,921.22
94761,19680.6,20200.0,9,21.52
110469,19306.05,19500.0,10,73.06
114855,19611.05,20650.0,1,2.0
143607,19133.25,20150.0,7,3.87
139076,19122.15,20800.0,22,3.58
172573,21441.35,21100.0,23,565.78
153621,19811.85,19500.0,64,710.11
98370,19526.55,19800.0,1,16.92
93610,19745.0,19350.0,69,826.37
173359,21654.75,21800.0,15,168.71
159884,20855.1,21250.0,2,16.5
120647,20133.3,19800.0,24,516.8
117023,19996.35,19050.0,17,1009.96
119352,20103.1,19600.0,28,685.76
107127,19393.6,20550.0,10,3.26
94547,19680.6,17350.0,2,2380.51
127023,19528.75,20450.0,9,5.34
122623,19674.25,20250.0,13,26.25
86476,19355.9,19350.0,17,211.51
171313,21349.4,17900.0,6,3441.76
129635,19545.75,20400.0,21,20.41
74880,18688.1,17850.0,7,868.85
127222,19528.75,19500.0,23,284.76
108050,19396.45,24000.0,37,3.57
156341,20096.6,18400.0,29,1814.7
123045,19674.25,18000.0,97,2042.76
86249,19355.9,20900.0,3,0.77
106352,19310.15,20000.0,6,6.02
87198,19439.4,18300.0,16,1200.34
165037,20926.35,22400.0,1,1.04
124272,19664.7,19150.0,30,717.46
74758,18688.1,18000.0,0,704.07
134994,19731.75,19250.0,73,892.81
145288,19411.75,18700.0,24,870.23
119370,20103.1,21500.0,28,7.84
95415,19659.9,21500.0,0,0.02
95772,19659.9,19750.0,21,206.78
134886,19731.75,19850.0,45,330.5
127869,19436.1,18950.0,8,568.76
75407,18688.1,17000.0,560,3400.67
171014,21255.05,20400.0,35,1077.52
81215,18972.1,18600.0,29,570.35
103656,19428.3,19300.0,13,275.02
161507,20937.7,21700.0,85,222.19
94091,19672.35,18500.0,17,1268.9
85305,19497.3,20000.0,84,284.08
168912,21453.1,22150.0,16,29.29
100702,19597.3,20600.0,3,2.94
74488,18755.9,18550.0,22,381.83
98025,19733.55,20500.0,30,31.63
115267,19611.05,18800.0,50,1048.13
147691,19395.3,19550.0,49,331.32
149781,19675.45,18000.0,43,1848.67
128393,19436.1,20950.0,22,4.73
168272,21418.65,21850.0,38,179.89
76995,18816.7,19500.0,16,18.68
113001,19435.3,19600.0,6,62.31
174832,21731.4,21350.0,6,485.55
116529,19819.95,19550.0,27,467.69
158604,20686.8,21500.0,10,9.63
142990,18989.15,20100.0,22,9.48
166412,21182.7,22200.0,21,12.96
151278,19731.8,21000.0,27,9.9
127101,19528.75,19100.0,16,569.32
145728,19406.7,20850.0,2,0.9
128725,19436.1,19400.0,57,473.23
103561,19428.3,20000.0,6,10.56
161949,20901.15,21100.0,14,125.24
104673,19434.55,20600.0,45,26.3
163224,20969.4,21800.0,83,195.32
123108,19674.55,14000.0,3,5573.03
137902,19542.65,19000.0,160,1340.33
134032,19751.05,19100.0,20,784.56
162052,20901.15,19400.0,21,1628.8
87069,19439.4,18500.0,9,957.77
86218,19355.9,19350.0,3,101.44
135156,19811.5,20000.0,2,28.21
167641,21418.65,20000.0,3,1447.24
124942,19716.45,19300.0,22,580.44
112468,19253.8,20750.0,7,1.49
121154,19901.4,21400.0,8,1.77
161122,20937.7,19350.0,22,1701.53
152957,19783.4,18000.0,128,2272.49
101262,19597.3,21250.0,80,41.13
113724,19528.8,20200.0,10,10.74
128801,19436.1,21700.0,57,9.16
144927,19230.6,21000.0,419,853.03
161840,20901.15,22200.0,7,2.67
141878,19079.6,18400.0,2,751.72
127401,19528.75,20500.0,58,82.37
104407,19434.55,17800.0,17,1683.96
96705,19646.05,19150.0,62,839.8
119035,20103.1,20600.0,7,16.28
114841,19611.05,19950.0,1,11.37
113909,19528.8,21250.0,24,3.98
78701,18771.25,24000.0,189,14.91
120704,20133.3,21350.0,31,12.19
73987,18716.15,18600.0,79,606.95
118656,20070.0,19850.0,43,518.05
136077,19671.1,19750.0,15,165.6
103916,19428.3,21100.0,27,4.91
164154,20906.4,20150.0,2,823.46
104998,19465.0,18050.0,8,1427.68
174845,21731.4,22000.0,6,51.12
160754,20937.7,21250.0,1,21.05
154535,19794.7,19450.0,6,427.23
165018,20926.35,21450.0,1,5.21
163675,20997.1,22450.0,17,4.57
106470,19310.15,19450.0,13,113.19
131641,19689.85,20650.0,9,5.18
90055,19711.45,18000.0,10,1716.59
100899,19597.3,19800.0,17,119.58
87831,19384.3,18650.0,8,796.29
101401,19570.85,20850.0,2,1.1
130897,19512.35,19400.0,10,252.66
107554,19393.6,24000.0,129,12.35
140032,18857.25,19050.0,35,265.21
163945,20997.1,21950.0,45,59.91
154702,19794.7,21200.0,13,2.76
114415,19574.9,19500.0,16,249.1
151034,19731.8,19000.0,13,838.34
167000,21456.65,21300.0,13,330.63
173448,21654.75,22050.0,22,105.49
86916,19355.9,19000.0,535,2415.28
132062,19689.85,18500.0,79,1513.74
169972,21150.15,21100.0,29,401.35
163606,20997.1,18700.0,17,2370.33
160736,20937.7,20350.0,1,648.71
99748,19381.65,19450.0,56,403.8
142293,19079.6,19400.0,30,166.49
165860,21182.7,19050.0,0,2131.44
135991,19671.1,21350.0,8,1.43
120993,19901.4,20800.0,1,3.61
175079,21731.4,21000.0,20,883.9
93220,19745.0,19600.0,13,315.03
129747,19545.75,20300.0,28,31.36
75586,18826.0,18650.0,13,296.48
74702,18755.9,21000.0,197,140.77
119419,20103.1,20600.0,42,143.53
111980,19347.45,19250.0,29,347.98
155367,19889.7,21250.0,9,2.14
160143,20855.1,21200.0,16,74.0
136268,19671.1,19900.0,43,272.97
100440,19517.0,18900.0,55,915.74
133473,19794.0,21050.0,28,10.3
160144,20855.1,21250.0,16,58.96
162305,20901.15,20350.0,49,871.42
104428,19434.55,19250.0,17,340.6
130304,19653.5,18950.0,20,819.33
107650,19396.45,20800.0,2,0.88
137316,19542.65,19750.0,6,52.09
156273,20096.6,20350.0,22,136.46
121556,19901.4,21100.0,71,76.67
93623,19745.0,20050.0,69,354.52
127464,19528.75,16000.0,86,3757.78
79660,18691.2,18650.0,17,226.61
85466,19331.8,19050.0,6,363.91
95385,19659.9,20000.0,0,11.33
76179,18755.45,17200.0,10,1604.97
107007,19393.6,21050.0,3,0.72
83697,19389.0,20000.0,177,623.86
125850,19523.55,19650.0,28,237.06
124868,19716.45,20250.0,15,29.45
75243,18688.1,18800.0,42,301.93
123040,19674.25,14000.0,97,5785.84
102221,19632.55,20900.0,8,2.06
83123,19389.0,20050.0,9,8.04
142907,18989.15,19800.0,15,13.89
77336,18856.85,17200.0,1,1636.87
158007,20267.9,20750.0,34,113.04
103575,19428.3,20700.0,6,1.66
98341,19526.55,18300.0,1,1290.16
148928,19443.55,19500.0,24,242.3
77751,18856.85,18600.0,29,469.85
167498,21456.65,21000.0,76,912.97
140368,19047.25,18750.0,6,393.23
132596,19811.35,19650.0,22,364.63
124002,19664.7,19600.0,9,192.4
108392,19444.0,19300.0,8,239.53
139784,18857.25,18750.0,14,306.77
168142,21418.65,22750.0,24,8.09
141904,19079.6,19700.0,2,5.58
157993,20267.9,20050.0,34,485.17
174995,21731.4,21950.0,13,110.47
157323,20133.15,19750.0,35,634.51
77509,18856.85,18850.0,8,139.06
112704,19253.8,20100.0,28,25.79
167160,21456.65,21000.0,20,637.99
88104,19384.3,19800.0,22,62.2
152033,19694.0,18350.0,38,1528.03
108253,19444.0,18600.0,1,868.19
129535,19545.75,21350.0,14,2.37
87108,19439.4,20500.0,9,3.92
153383,19811.85,20200.0,22,78.32
105760,19365.25,21150.0,7,1.16
115385,19611.05,16000.0,113,3879.47
93060,19745.0,19450.0,6,396.42
149166,19443.55,18500.0,73,1281.94
160681,20855.1,21000.0,387,1754.86
148784,19443.55,17900.0,17,1618.21
76983,18816.7,18750.0,16,234.99
98158,19733.55,20750.0,58,68.31
137329,19542.65,20400.0,6,4.9
81353,18972.1,19000.0,64,443.28
126286,19638.3,19650.0,13,179.6
120762,20133.3,21350.0,38,17.81
88118,19384.3,20900.0,22,4.31
78807,18665.5,20000.0,6,1.43
124005,19664.7,19750.0,9,116.79
147643,19395.3,20800.0,28,7.57
82194,19322.55,18500.0,3,817.47
107550,19393.6,20000.0,129,415.56
169927,21150.15,22650.0,22,6.41
101123,19597.3,17000.0,52,2739.95
152904,19783.4,20050.0,65,345.34
147722,19395.3,21150.0,49,11.14
164143,20906.4,19600.0,2,1355.69
103145,19543.1,19200.0,21,512.13
173242,21654.75,22000.0,8,51.93
120046,20192.35,19200.0,41,1170.4
108000,19396.45,18700.0,37,889.06
106071,19365.25,18700.0,42,895.12
160482,20855.1,20000.0,51,1122.65
171647,21349.4,20700.0,20,813.81
167569,21456.65,21000.0,104,1042.63
142687,18989.15,20800.0,1,0.41
135178,19811.5,21100.0,2,1.11
171376,21349.4,21600.0,6,62.28
157572,20267.9,21450.0,6,2.57
113801,19528.8,19550.0,17,200.52
149405,19675.45,19200.0,8,567.28
87523,19439.4,18000.0,79,1718.9
83744,19398.5,17300.0,1,2076.17
171800,21349.4,19200.0,34,2292.38
159867,20855.1,20400.0,2,521.59
153040,19811.85,20200.0,1,10.02
172644,21441.35,18900.0,30,2669.02
109657,19265.8,18250.0,6,1039.32
164483,20906.4,21750.0,16,15.0
139213,19122.15,20600.0,36,10.63
160749,20937.7,21000.0,1,84.54
153526,19811.85,20700.0,36,37.87
74685,18755.9,23000.0,106,10.56
169444,21150.15,21750.0,1,6.92
84868,19497.3,18600.0,14,940.57
124750,19716.45,20100.0,8,27.33
169562,21150.15,14000.0,8,7204.43
134505,19731.75,21350.0,3,0.96
96724,19646.05,20100.0,62,231.19
122596,19674.25,18800.0,13,959.58
135596,19811.5,21200.0,44,17.2
145917,19406.7,19400.0,16,227.58
132836,19811.35,19950.0,78,460.79
74273,18755.9,20150.0,8,1.69
143461,19133.25,20150.0,0,1.76
130338,19653.5,20700.0,20,8.87
137159,19624.7,20100.0,70,255.36
174417,21778.7,17750.0,28,4085.26
125063,19716.45,20150.0,29,95.82
160017,20855.1,20800.0,9,207.57
114500,19574.9,20000.0,23,65.21
85738,19331.8,19700.0,20,70.06
83612,19389.0,19350.0,86,585.96
118144,20070.0,18950.0,1,1109.84
105336,19465.0,17900.0,43,1710.11
118433,20070.0,20550.0,15,31.83
105380,19465.0,20800.0,43,17.53
73917,18716.15,19500.0,44,70.78
162561,20969.4,21200.0,6,65.71
161966,20901.15,21950.0,14,7.2
148801,19443.55,19050.0,17,545.42
162824,20969.4,19800.0,20,1291.48
125053,19716.45,19650.0,29,333.16
73480,18716.15,19100.0,2,8.46
79150,18665.5,19100.0,34,118.39
115277,19611.05,19500.0,50,472.54
129588,19545.75,17750.0,21,1867.22
78192,18771.25,19450.0,7,5.99
116268,19819.95,18800.0,13,1057.85
153712,19811.85,15000.0,400,5728.47
137038,19624.7,20150.0,42,133.95
169561,21150.15,13000.0,8,8051.45
119658,20192.35,20850.0,6,7.07
154548,19794.7,20100.0,6,29.08
160131,20855.1,20600.0,16,428.06
164918,20906.4,23000.0,107,44.84
162097,20901.15,21650.0,21,30.51
95294,19680.6,21000.0,247,575.09
145508,19411.75,24000.0,52,5.02
116776,19996.35,18700.0,3,1286.9
105456,19465.0,19200.0,71,685.35
155116,19794.7,20000.0,125,642.41
117704,19993.2,19300.0,16,792.75
117478,19993.2,20400.0,2,8.69
74494,18755.9,18850.0,22,188.59
90817,19749.25,20000.0,9,51.48
97674,19733.55,21300.0,2,0.7
96565,19646.05,18900.0,34,923.74
75773,18826.0,18750.0,27,313.24
87539,19439.4,19450.0,79,530.94
136070,19671.1,19400.0,15,424.87
156395,20096.6,21250.0,29,13.99
103147,19543.1,19300.0,21,425.7
157394,20133.15,20200.0,56,404.11
172409,21441.35,22750.0,9,3.79
94580,19680.6,19250.0,2,482.14
113545,19435.3,20000.0,209,804.31
103795,19428.3,20200.0,20,23.48
122140,19742.35,21300.0,28,6.6
95328,19659.9,16800.0,0,2843.9
84977,19497.3,17600.0,21,1940.8
142560,19079.6,20350.0,86,91.88
170871,21255.05,21950.0,21,33.69
152272,19694.0,22000.0,402,631.53
130100,19653.5,20650.0,6,3.97
136736,19624.7,21650.0,7,1.01
165549,20926.35,21750.0,29,31.36
156489,20096.6,20000.0,36,407.47
131753,19689.85,20250.0,16,30.67
131361,19512.35,20200.0,80,220.32
130765,19512.35,18600.0,3,973.05
104420,19434.55,18850.0,17,690.22
86197,19355.9,18250.0,3,1095.27
91438,19833.15,21050.0,1,1.02
138534,19281.75,19800.0,66,243.84
103301,19543.1,18000.0,49,1731.29
76467,18755.45,18700.0,38,376.3
89270,19564.5,20250.0,6,6.08
87232,19439.4,20100.0,16,22.55
151088,19731.8,21700.0,13,2.15
146875,19443.5,19550.0,29,247.62
102575,19632.55,19900.0,50,271.89
166080,21182.7,21800.0,7,15.56
162298,20901.15,19800.0,49,1340.11
74755,18688.1,17850.0,0,845.75
162081,20901.15,20850.0,21,306.2
110030,19265.8,19550.0,34,188.26
169147,21453.1,21600.0,37,302.12
130229,19653.5,21300.0,13,2.52
88868,19413.75,19000.0,21,563.89
100291,19517.0,18850.0,27,821.7
101157,19597.3,20250.0,52,131.28
122206,19742.35,20600.0,35,41.13
129942,19545.75,20400.0,84,171.48
125039,19716.45,18900.0,29,972.54
118676,20070.0,21200.0,43,27.11
108712,19444.0,21200.0,36,7.12
111852,19347.45,19250.0,15,254.65
95405,19659.9,21000.0,0,0.59
75002,18688.1,17250.0,14,1506.8
150082,19765.2,19800.0,0,88.59
73884,18716.15,17000.0,44,1849.9
105008,19465.0,18800.0,8,712.4
129521,19545.75,20650.0,14,5.57
169110,21453.1,19600.0,37,2012.98
149403,19675.45,19100.0,8,657.31
116412,19819.95,19950.0,20,162.45
139232,19122.15,21550.0,36,3.84
124746,19716.45,19900.0,8,70.52
87870,19384.3,20600.0,8,2.11
102385,19632.55,18750.0,22,987.5
136734,19624.7,21550.0,7,1.11
162243,20901.15,21700.0,28,34.07
164449,20906.4,20050.0,16,971.34
143907,19133.25,20250.0,28,13.98
117325,19996.35,19000.0,80,1335.2
97275,19753.8,18550.0,31,1325.52
166529,21182.7,19300.0,42,2052.47
144579,19230.6,19400.0,27,203.39
147095,19443.5,19000.0,232,1523.42
91327,19749.25,22000.0,163,89.99
97618,19733.55,18400.0,2,1323.33
103310,19543.1,19200.0,49,661.82
79728,18691.2,18500.0,24,380.27
158350,20686.8,21450.0,3,6.3
79023,18665.5,18600.0,20,266.58
158522,20686.8,19250.0,10,1500.99
152651,19783.4,19850.0,23,237.86
141150,19140.9,20500.0,3,1.28
129594,19545.75,18200.0,21,1432.01
119298,20103.1,20600.0,21,40.83
98514,19526.55,20200.0,8,8.7
164499,20906.4,23000.0,16,2.53
174822,21731.4,20850.0,6,950.53
86195,19355.9,18150.0,3,1222.61
77376,18856.85,19350.0,1,5.18
136404,19671.1,20950.0,71,62.29
129616,19545.75,19450.0,21,307.74
98137,19733.55,19600.0,58,527.29
171818,21349.4,20300.0,34,1233.04
121284,19901.4,21350.0,15,3.09
138711,19122.15,19350.0,1,21.72
158524,20686.8,19400.0,10,1352.07
153631,19811.85,20050.0,64,347.49
146390,19406.7,24000.0,415,171.85
166949,21456.65,18500.0,13,3012.55
113263,19435.3,19000.0,27,616.76
85626,19331.8,20850.0,13,2.29
154786,19794.7,20500.0,20,26.61
173212,21654.75,20500.0,8,1236.58
121980,19742.35,19750.0,14,207.88
115695,19727.05,19400.0,14,444.26
145592,19411.75,19700.0,80,390.52
82307,19322.55,17600.0,10,1726.33
162816,20969.4,19400.0,20,1685.43
154519,19794.7,18600.0,6,1234.95
145275,19411.75,17800.0,24,1710.94
104440,19434.55,19850.0,17,42.13
101995,19570.85,18500.0,142,1705.53
78962,18665.5,20050.0,13,2.48
111145,19342.65,21050.0,9,1.68
144564,19230.6,18600.0,27,804.59
122721,19674.25,19750.0,20,208.84
133544,19794.0,21000.0,49,36.67
139522,18857.25,19450.0,0,5.02
144981,19411.75,20000.0,3,5.7
141820,19140.9,23000.0,150,18.72
153773,19802.0,19750.0,0,131.17
119190,20103.1,21450.0,14,3.32
125056,19716.45,19800.0,29,251.34
130178,19653.5,18700.0,13,1005.16
143800,19133.25,19200.0,21,219.91
171856,21349.4,22250.0,34,40.37
164768,20906.4,21350.0,44,196.66
77367,18856.85,18900.0,1,62.24
137131,19624.7,13000.0,70,6633.17
89942,19711.45,19500.0,3,260.05
154219,19802.0,20750.0,28,23.32
141506,19140.9,18700.0,31,678.95
98690,19526.55,19800.0,22,127.05
160233,20855.1,19100.0,23,1861.58
126417,19638.3,21300.0,20,3.22
126868,19528.75,18950.0,2,616.08
154553,19794.7,20350.0,6,12.05
130736,19653.5,20000.0,265,1149.18
134039,19751.05,19550.0,20,394.86
137814,19542.65,20150.0,69,194.07
143028,18989.15,17800.0,29,1335.18
163112,20969.4,21300.0,48,268.0
155956,20096.6,20600.0,1,5.41
136587,19624.7,21700.0,0,-0.16
89685,19564.5,20100.0,48,141.62
149072,19443.55,20500.0,45,42.13
149575,19675.45,21550.0,15,2.44
88402,19384.3,21000.0,533,1205.21
125966,19523.55,20000.0,35,125.08
149301,19675.45,20050.0,1,12.16
119934,20192.35,21000.0,20,20.75
115596,19727.05,19550.0,7,258.21
137532,19542.65,19400.0,20,335.95
98014,19733.55,19950.0,30,187.93
169615,21150.15,20600.0,8,700.62
105384,19465.0,21300.0,43,8.51
147132,19395.3,17900.0,0,1512.75
119647,20192.35,20300.0,6,82.71
109349,19386.7,19300.0,28,336.08
156634,20096.6,18000.0,120,2516.78
165131,20926.35,19750.0,8,1207.66
104287,19434.55,18150.0,10,1310.39
163482,20997.1,20250.0,10,830.7
101171,19597.3,21400.0,52,11.72
114968,19611.05,20900.0,8,2.04
126181,19638.3,20450.0,6,5.28
106596,19310.15,19250.0,20,266.98
134500,19731.75,21100.0,3,1.22
151376,19731.8,20850.0,41,27.57
154162,19802.0,20850.0,21,9.39
146941,19443.5,20350.0,50,72.11
159032,20686.8,20550.0,24,387.7
92864,19979.15,19700.0,70,682.67
163923,20997.1,20850.0,45,498.74
112978,19435.3,18400.0,6,1043.22
135594,19811.5,21050.0,44,23.85
141545,19140.9,20650.0,31,7.71
107771,19396.45,20400.0,9,4.31
143900,19133.25,19900.0,28,31.07
109720,19265.8,21400.0,6,0.71
130329,19653.5,20250.0,20,30.6
148560,19443.55,18150.0,3,1308.33
153055,19811.85,20950.0,1,1.41
90307,19711.45,19550.0,24,356.8
118390,20070.0,18000.0,15,2114.93
172506,21441.35,21900.0,16,52.68
142547,19079.6,18700.0,86,889.41
116751,19819.95,17000.0,475,4101.69
111464,19342.65,19600.0,58,298.8
113625,19528.8,20400.0,3,3.82
173261,21654.75,22950.0,8,3.79
173217,21654.75,20750.0,8,994.59
76049,18755.45,17900.0,3,888.92
93983,19672.35,19450.0,10,343.48
138404,19281.75,19800.0,38,132.66
148693,19443.55,19300.0,10,274.96
114349,19574.9,20750.0,9,3.07
139177,19122.15,18800.0,36,595.55
146202,19406.7,20000.0,51,151.43
113562,19435.3,17000.0,482,3814.53
84323,19398.5,19400.0,57,424.75
75941,18826.0,20050.0,76,66.96
146678,19443.5,20500.0,15,6.44
74035,18716.15,23000.0,107,10.7
116061,19727.05,20500.0,84,183.27
167399,21456.65,22000.0,41,150.61
107640,19396.45,20300.0,2,3.06
112309,19253.8,20650.0,0,0.51
98033,19733.55,21000.0,30,10.36
167585,21456.65,18500.0,195,3547.11
153527,19811.85,20750.0,36,32.02
135169,19811.5,20650.0,2,3.99
105175,19465.0,20900.0,15,2.94
160029,20855.1,21400.0,9,24.8
139793,18857.25,19200.0,14,64.52
168230,21418.65,19500.0,38,2090.09
164867,20906.4,21100.0,79,450.77
110798,19306.05,18000.0,59,1529.33
170610,21255.05,25000.0,7,0.7
168221,21418.65,18200.0,38,3347.72
81235,18972.1,19600.0,29,45.58
139544,18857.25,20550.0,0,0.2
76425,18755.45,18600.0,31,405.09
108381,19444.0,18750.0,8,739.74
141930,19079.6,21000.0,2,0.45
81732,19189.05,19950.0,20,22.84
87413,19439.4,18000.0,51,1611.5
108014,19396.45,19500.0,37,290.07
154401,19802.0,19800.0,63,476.9
123428,19674.55,20600.0,17,8.98
79257,18665.5,19200.0,69,212.38
112432,19253.8,18950.0,7,398.86
172679,21441.35,21200.0,30,522.75
85006,19497.3,19200.0,21,451.97
81182,18972.1,16400.0,29,2625.56
149031,19443.55,17000.0,45,2583.53
103314,19543.1,19400.0,49,500.18
93745,19745.0,18500.0,342,2550.94
91901,19833.15,19600.0,43,519.5
82547,19322.55,18500.0,24,936.97
117047,19996.35,20250.0,17,92.42
158542,20686.8,19950.0,10,829.81
173818,21654.75,24000.0,183,132.03
137024,19624.7,19450.0,42,483.45
94578,19680.6,19150.0,2,574.61
164684,20906.4,21350.0,30,117.08
172105,21349.4,20000.0,370,2747.76
147408,19395.3,19500.0,14,150.68
155517,19889.7,20300.0,23,71.54
158204,20267.9,20000.0,209,1329.32
112713,19253.8,20600.0,28,7.59
78057,18771.25,19700.0,0,1.89
149056,19443.55,19700.0,45,264.93
104915,19465.0,19950.0,1,4.99
118677,20070.0,21250.0,43,25.93
87101,19439.4,20150.0,9,7.62
173923,21778.7,21400.0,0,443.87
161834,20901.15,21900.0,7,5.32
132934,19811.35,20000.0,260,1230.97
124845,19716.45,18450.0,15,1316.93
140084,18857.25,21650.0,35,3.0
75923,18826.0,18450.0,76,789.74
134454,19731.75,18800.0,3,981.02
102778,19543.1,18400.0,0,1155.43
82312,19322.55,18000.0,10,1332.97
139163,19122.15,17850.0,36,1446.26
172648,21441.35,19300.0,30,2279.07
101383,19570.85,19950.0,2,12.03
162696,20969.4,20900.0,13,257.5
133623,19794.0,17500.0,77,2561.48
77533,18856.85,20050.0,8,2.04
91533,19833.15,18050.0,8,1776.01
133523,19794.0,19900.0,49,357.54
145847,19406.7,20950.0,9,1.86
146440,19443.5,20100.0,1,5.22
147177,19395.3,20200.0,0,3.76
111776,19347.45,20200.0,8,5.35
130815,19512.35,21200.0,3,0.67
127557,19528.75,23000.0,177,41.04
142998,18989.15,21050.0,22,2.63
144509,19230.6,20400.0,20,7.02
150215,19765.2,19400.0,7,462.33
166583,21182.7,22350.0,42,29.59
163807,20997.1,21950.0,24,22.9
172647,21441.35,19200.0,30,2377.42
88625,19413.75,20450.0,7,3.39
132967,19794.0,18150.0,0,1652.08
114203,19574.9,18950.0,2,657.73
114141,19528.8,25000.0,115,11.62
113499,19435.3,19000.0,90,916.28
161768,20901.15,17900.0,7,3054.92
131976,19689.85,20150.0,51,199.78
89170,19413.75,17000.0,168,2909.22
133618,19794.0,13000.0,77,6821.13
98634,19526.55,20900.0,15,3.29
159834,20855.1,18200.0,2,2650.51
136679,19624.7,18800.0,7,856.09
153513,19811.85,20050.0,36,230.1
102435,19632.55,21250.0,22,3.93
161168,20937.7,21650.0,22,32.1
125633,19523.55,18400.0,14,1213.99
136926,19624.7,20700.0,21,8.14
136408,19671.1,21200.0,71,38.91
117330,19996.35,19600.0,80,834.36
163851,20997.1,20850.0,31,421.1
173738,21654.75,22650.0,64,113.5
141529,19140.9,19850.0,31,51.46
133730,19794.0,21000.0,168,355.84
78408,18771.25,19400.0,21,28.26
