Index Name,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield,TIMESTAMP
Nifty Midcap Select,8487.2,8507.25,8413.4,8454.45,6.8,.08,246600193,5271.97,35.45,3.36,.8,2023-07-27
NIFTY LargeMidcap 250,11425.2,11436.4,11331.25,11363.25,-16.85,-.15,1605456345,58783.13,25.87,4.15,1.19,2023-07-27
NIFTY SME EMERGE,-,-,-,7985.24,-7.97,-.1,-,-,58,5.42,.1,2023-07-27
Nifty Oil & Gas,8145.7,8147.8,8010.55,8032.5,-78.6,-.97,71378958,3479.95,15.64,1.91,2.79,2023-07-27
Nifty Financial Services 25/50,20748.3,20829.35,20517.75,20577.45,-82.95,-.4,218251854,17508.86,17.57,3.87,.93,2023-07-27
Nifty Healthcare Index,9419.7,9661.05,9388.3,9562.8,246.5,2.65,67030972,6585.23,37.09,5.74,.71,2023-07-27
Nifty500 Multicap 50:25:25,11361.35,11374.7,11271.4,11299.0,-18.1,-.16,2480262255,72603.45,24.43,4.15,1.18,2023-07-27
Nifty Microcap 250,14241.5,14284.7,14167.75,14213.5,50.55,.36,612329934,4710.87,28.35,2.58,.85,2023-07-27
Nifty Total Market,9526.4,9536.75,9435.35,9461.2,-29.3,-.31,3092592189,77314.32,24.85,4.39,1.22,2023-07-27
Nifty India Digital,6005.95,6021.55,5983.8,6005.2,9.65,.16,491352011,7747.67,108.18,8.54,1.4,2023-07-27
Nifty Mobility,-,-,-,12867.12,-87.32,-.67,193788589,8793.5,36.43,5.47,.91,2023-07-27
Nifty India Defence,-,-,-,2913.72,3.39,.12,17295154,852.49,35.23,7.8,.84,2023-07-27
Nifty Financial Services Ex-Bank,-,-,-,19410.11,-60.19,-.31,159024401,7565.18,20.68,4.54,1.08,2023-07-27
Nifty Housing,-,-,-,8562.55,-24.42,-.28,547214375,20443.83,25.89,3.46,.95,2023-07-27
Nifty Transportation & Logistics,-,-,-,14709.83,-128.12,-.86,143516577,5968.72,35.68,6.14,.76,2023-07-27
Nifty MidSmall Financial Services,-,-,-,10379.25,7.76,.07,516352598,7773.58,13.31,1.92,1.53,2023-07-27
Nifty MidSmall Healthcare,-,-,-,25696.62,549.6,2.19,63407165,3458.89,41.52,4.42,.67,2023-07-27
Nifty MidSmall IT & Telecom,-,-,-,7451.76,33.1,.45,386080212,2398.74,268.8,32.48,1.19,2023-07-27
Nifty MidSmall India Consumption,-,-,-,12588.81,42.96,.34,40268056,2681.84,56.12,6.67,.6,2023-07-27
Nifty REITs & InvITs,-,-,-,994.24,6.55,.66,2389166,32.33,73.02,1.15,8.36,2023-07-27
Nifty Core Housing,-,-,-,11904.92,9.36,.08,45858842,3173.79,33.97,4.61,.58,2023-07-27
Nifty Consumer Durables,27205.8,27223.3,26951.8,27034.9,-93.4,-.34,7264818,865.49,60.05,10.61,.59,2023-07-27
Nifty Non-Cyclical Consumer,-,-,-,11897.83,-30.82,-.26,146021940,6990.14,61.4,11.36,.93,2023-07-27
NIFTY100 Alpha 30,-,-,-,12048.0,-42.93,-.36,206907861,19076.87,22.37,4.94,1.28,2023-07-27
NIFTY500 Value 50,-,-,-,8324.78,24.09,.29,605657769,10297.77,8.85,1.34,4.5,2023-07-27
Nifty100 Low Volatility 30,15023.6,15085.4,14966.2,15001.35,52.45,.35,184132830,21811.76,27.35,5.44,1.56,2023-07-27
NIFTY Alpha Low-Volatility 30,19723.65,19765.65,19591.15,19647.55,-17.3,-.09,172413014,14468.26,21.6,4.56,1.38,2023-07-27
NIFTY Quality Low-Volatility 30,-,-,-,13753.38,49.79,.36,123397274,16214.25,27.8,8.1,2.06,2023-07-27
NIFTY Alpha Quality Low-Volatility 30,-,-,-,16091.81,104.09,.65,95265410,8234.05,22.36,7.22,2.18,2023-07-27
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13664.85,109.51,.81,216397531,17533.26,17.25,5.27,2.58,2023-07-27
NIFTY200 Quality 30,15889.4,15961,15829.6,15880.95,9.7,.06,77953377,9632.34,26.74,9.7,2.43,2023-07-27
NIFTY Midcap150 Quality 50,17875.25,17927.1,17821.85,17850.6,7.65,.04,26136228,3008.35,33.35,8.01,1.59,2023-07-27
Nifty200 Momentum 30,21880.95,22005.25,21784.7,21865.1,67.95,.31,337048022,9243.9,19.13,3.7,1.29,2023-07-27
Nifty India Manufacturing,9580.2,9600.2,9505.7,9537.7,-11.25,-.12,222869549,15632.92,30.55,4.58,1.31,2023-07-27
Nifty100 ESG Sector Leaders,3146.25,3152,3116.15,3125.9,-10.15,-.32,243660476,24394.49,28.64,5.41,1.2,2023-07-27
Nifty200 Alpha 30,-,-,-,16114.43,24.19,.15,397002905,9396.78,15.36,2.53,1.41,2023-07-27
Nifty Midcap150 Momentum 50,-,-,-,38045.77,180.99,.48,403213374,7293.48,18.98,3.41,1.05,2023-07-27
Nifty Smallcap250 Quality 50,-,-,-,18470.47,16.02,.09,77659539,3197.71,20.54,4.36,1.69,2023-07-27
NIFTY100 ESG,3700,3708.05,3669.6,3680.5,-10.3,-.28,507608274,40554.5,29.14,5.94,1.27,2023-07-27
NIFTY100 Enhanced ESG,-,-,-,3711.35,-10.12,-.27,459012381,37465.69,29.99,6.05,1.26,2023-07-27
Nifty 50 Arbitrage,-,-,-,2177.93,-0.04,0,-,-,-,-,-,2023-07-27
Nifty 8-13 yr G-Sec,2463.89,2465.52,2459.91,2459.91,-3.51,-.14,-,-,-,-,-,2023-07-27
Nifty 4-8 yr G-Sec Index,2666.63,2668.67,2664.1,2664.1,-2.02,-.08,-,-,-,-,-,2023-07-27
Nifty 11-15 yr G-Sec Index,2701.2,2703.35,2697.42,2697.77,-2.89,-.11,-,-,-,-,-,2023-07-27
Nifty 15 yr and above G-Sec Index,2949.38,2950.83,2944.24,2949.92,1.11,.04,-,-,-,-,-,2023-07-27
Nifty Composite G-sec Index,2538.87,2540.65,2535.38,2535.38,-3.0,-.12,-,-,-,-,-,2023-07-27
Nifty 10 yr Benchmark G-Sec,2183.85,2186.63,2180.5,2180.5,-2.93,-.13,-,-,-,-,-,2023-07-27
Nifty 10 yr Benchmark G-Sec (Clean Price),877.3,878.46,875.92,875.92,-1.39,-.16,-,-,-,-,-,2023-07-27
Nifty 1D Rate Index,-,-,-,2160.08,0.37,.02,-,-,-,-,-,2023-07-27
Nifty50 USD,-,-,-,8313.65,-44.15,-.53,-,-,-,-,-,2023-07-27
Nifty 50,19659.75,19695.9,19563.1,19646.05,-13.85,-.07,258671382,22995.98,22.91,4.8,1.29,2023-07-28
Nifty Next 50,44858.35,45187.95,44732.5,45166.4,469.95,1.05,325811485,9518.67,29.39,4.67,1.59,2023-07-28
Nifty 100,19576.65,19606.45,19498.55,19580.65,13.95,.07,584482867,32514.65,23.81,4.83,1.31,2023-07-28
Nifty 200,10379.95,10394.75,10343.5,10386.6,14.45,.14,1269997501,46007.93,24.02,4.51,1.3,2023-07-28
Nifty 500,16935.05,16960.5,16880.6,16948.35,29.15,.17,2068536544,62221.04,24.15,4.49,1.26,2023-07-28
Nifty Midcap 50,10644.8,10694.75,10623.75,10686.3,61.8,.58,397724798,7991.17,24.44,3.03,1.25,2023-07-28
NIFTY Midcap 100,37234.1,37378.05,37135.95,37357.15,205.55,.55,685514634,13493.27,25.34,3.22,1.2,2023-07-28
NIFTY Smallcap 100,11610.15,11636.5,11560,11600.3,21.55,.19,488503280,8222.26,21.76,3.53,1.2,2023-07-28
Nifty50 Dividend Points,-,-,-,103.27,0.0,-,-,-,-,-,-,2023-07-28
Nifty Auto,15628.45,15631.35,15466.9,15537.9,-34.1,-.22,55578464,3171.52,26.65,5.9,1,2023-07-28
Nifty Bank,45560.9,45727.75,45238.8,45468.1,-211.2,-.46,194666588,8389.2,17.26,3.15,.76,2023-07-28
Nifty Energy,26170.55,26527.65,26032.8,26433.7,336.0,1.29,172325268,6145.34,12.03,2.43,3.06,2023-07-28
Nifty Financial Services,20339.8,20407.8,20195.6,20298.05,-83.05,-.41,139131001,10528.01,19.53,4.12,.74,2023-07-28
Nifty FMCG,52669.95,53035,52500.8,52964.05,464.15,.88,29421412,2584.85,45.47,12.83,1.78,2023-07-28
Nifty IT,29741.15,29829.75,29339.35,29490.25,-254.75,-.86,19445123,2934.94,24.8,8,2.7,2023-07-28
Nifty Media,2027.55,2060.9,2025.3,2052.55,27.95,1.38,60640262,767.22,-,3.08,.72,2023-07-28
Nifty Metal,6593.05,6647.65,6551.1,6640.8,59.25,.9,77108575,2036.17,22.49,2.13,3.19,2023-07-28
Nifty MNC,22249.25,22385.25,22184.45,22364.15,173.95,.78,29574600,3064.08,39.64,8.2,2.42,2023-07-28
Nifty Pharma,14908.95,15046.7,14883.45,14962.55,42.6,.29,33384976,2726.45,31.94,5.11,1.05,2023-07-28
Nifty PSU Bank,4598.9,4627.5,4577.1,4605.85,13.65,.3,162864587,2108.81,7.98,1.15,2.27,2023-07-28
Nifty Realty,549.8,564.25,548.85,562.95,10.1,1.83,41295908,1403.47,53.94,4.15,.45,2023-07-28
Nifty India Consumption,8371.1,8417.6,8347.35,8411.95,64.95,.78,123816448,7392.62,42.15,8.99,1.12,2023-07-28
Nifty Commodities,6243.9,6282.1,6209.9,6278.5,48.2,.77,243025968,9234.08,16.27,2.4,2.55,2023-07-28
Nifty Dividend Opportunities 50,4393.25,4406.55,4378.6,4401.75,17.0,.39,436412104,12037.18,16.78,3.16,3.5,2023-07-28
Nifty Infrastructure,6013.7,6058.4,5991.15,6052.9,49.5,.82,255298341,10318.45,22.29,3.42,1.21,2023-07-28
Nifty PSE,5343.1,5414,5312.7,5399.55,70.2,1.32,279489912,5112.91,9.12,1.73,4.38,2023-07-28
Nifty Services Sector,25210.2,25284.5,25044.75,25144.1,-103.3,-.41,226407632,15093.29,22.08,4.72,1.28,2023-07-28
Nifty50 Shariah,-,-,-,4022.02,-5.68,-.14,89133000,6557.44,22.95,5.37,2.4,2023-07-28
Nifty500 Shariah,-,-,-,5513.73,9.44,.17,444055476,21306.55,27.43,5.45,1.65,2023-07-28
Nifty Low Volatility 50,-,-,-,18289.96,97.83,.54,203099648,18227.61,29.23,5.42,1.49,2023-07-28
Nifty Alpha 50,33428.85,33762,33361.45,33727.1,396.45,1.19,443293066,8842.66,16.78,2.66,1.42,2023-07-28
Nifty High Beta 50,-,-,-,2685.24,24.81,.93,689552810,13998.59,17.6,2.04,1.64,2023-07-28
Nifty100 Equal Weight,22805.15,22885.2,22737.15,22874.45,124.35,.55,584482867,32514.65,24.59,4.72,1.46,2023-07-28
Nifty100 Liquid 15,5181.55,5188.05,5134.45,5165.05,-5.85,-.11,95409355,8974.08,23.86,3.99,.97,2023-07-28
Nifty CPSE,3379.85,3441.35,3363.9,3429.15,59.0,1.75,171031856,2417.84,8.7,1.9,5.48,2023-07-28
Nifty50 Value 20,10011.65,10030.25,9969.8,10014.5,11.2,.11,147060821,6289.7,18.97,4.26,3.02,2023-07-28
Nifty Midcap Liquid 15,8800.15,8878.55,8798.4,8869.9,78.45,.89,85462839,3050.87,27.17,3.44,.83,2023-07-28
Nifty Shariah 25,-,-,-,6550.13,10.72,.16,119929571,7065.88,23.52,6.09,2.32,2023-07-28
India VIX,10.5125,10.81,10.035,10.14,-0.38,-3.59,-,-,-,-,-,2023-07-28
Nifty Growth Sectors 15,9678.55,9692.2,9601.7,9660.75,-13.15,-.14,47490797,4658.89,33,8.88,2.11,2023-07-28
Nifty50 TR 1x Inverse,199.5,200.45,199.15,199.65,0.15,.08,-,-,-,-,-,2023-07-28
Nifty50 TR 2x Leverage,14213.9,14260.6,14074.85,14194.05,-18.6,-.13,-,-,-,-,-,2023-07-28
Nifty50 PR 1x Inverse,237,238.15,236.6,237.2,0.25,.11,-,-,-,-,-,2023-07-28
Nifty50 PR 2x Leverage,10050.15,10083.15,9951.8,10036.1,-15.95,-.16,-,-,-,-,-,2023-07-28
NIFTY100 Quality 30,4348.85,4359.75,4336.85,4355.4,11.85,.27,78479433,10543.53,27.8,9.06,2.06,2023-07-28
Nifty Mahindra Group,-,-,-,20100.31,1.77,.01,29731770,1813.12,19.25,4.11,2.17,2023-07-28
Nifty 50 Futures TR Index,-,-,-,21070.6,-59.51,-.28,-,-,-,-,-,2023-07-28
Nifty Tata Group,-,-,-,14058.41,-52.91,-.37,134050946,5284.59,34.4,8.24,2.22,2023-07-28
Nifty Tata Group 25% Cap,-,-,-,11667.9,-0.16,0,114025010,4057.44,40.57,5.41,1.56,2023-07-28
Nifty Private Bank,23346.1,23430.5,23181.7,23312.5,-77.15,-.33,151518419,7789.81,18.18,3.12,.55,2023-07-28
Nifty Smallcap 250,11224.05,11249.8,11196.9,11239.1,45.3,.4,753021203,13617.09,22.49,3.66,1.08,2023-07-28
Nifty Smallcap 50,5229.6,5250.85,5217.2,5232.3,15.1,.29,371889037,4675.84,22.59,3.59,1.73,2023-07-28
Nifty MidSmallcap 400,12970.2,13015.4,12944.45,13005.85,65.1,.5,1478352625,29470.01,25.4,3.66,1.08,2023-07-28
Nifty Midcap 150,13927.35,13985.05,13898.85,13976.0,77.1,.55,725331422,15852.92,27.26,3.66,1.08,2023-07-28
Nifty Midcap Select,8465.05,8487.35,8437.15,8479.3,24.85,.29,173831061,4227.4,35.05,3.37,.81,2023-07-28
NIFTY LargeMidcap 250,11377.85,11406.4,11352.1,11399.05,35.8,.32,1309814289,48367.58,25.44,4.16,1.2,2023-07-28
NIFTY SME EMERGE,-,-,-,8098.25,113.01,1.42,-,-,63.95,5.5,.09,2023-07-28
Nifty Oil & Gas,8058.05,8094.5,8005.35,8058.2,25.7,.32,96716357,4157.57,12.32,1.92,3.05,2023-07-28
Nifty Financial Services 25/50,20576.45,20625.95,20459,20584.2,6.75,.03,139131001,10528.01,17.47,3.87,.93,2023-07-28
Nifty Healthcare Index,9551.05,9628.2,9537.65,9603.95,41.15,.43,34716031,3098.69,36.46,5.77,.79,2023-07-28
Nifty500 Multicap 50:25:25,11315.45,11338.2,11286.85,11330.2,31.2,.28,2068536544,62221.04,24.21,4.16,1.19,2023-07-28
Nifty Microcap 250,14244.4,14275.6,14161.45,14205.1,-8.4,-.06,486829098,4783.76,28.47,2.58,.86,2023-07-28
Nifty Total Market,9470.4,9483.6,9439.6,9476.85,15.65,.17,2555365642,67004.8,24.26,4.4,1.24,2023-07-28
Nifty India Digital,6017.8,6023.5,5981.9,6014.05,8.85,.15,241904201,6736.74,110.31,8.55,1.41,2023-07-28
Nifty Mobility,-,-,-,12897.06,29.94,.23,223714746,8681.15,30.54,5.48,1.02,2023-07-28
Nifty India Defence,-,-,-,2955.3,41.58,1.43,44910709,1653.56,35.73,7.91,.83,2023-07-28
Nifty Financial Services Ex-Bank,-,-,-,19489.9,79.79,.41,127521643,5862.9,20.59,4.56,1.07,2023-07-28
Nifty Housing,-,-,-,8609.89,47.33,.55,475772515,15741.43,25.62,3.48,.94,2023-07-28
Nifty Transportation & Logistics,-,-,-,14748.49,38.67,.26,152133740,5410.94,30.53,6.16,.85,2023-07-28
Nifty MidSmall Financial Services,-,-,-,10427.73,48.48,.47,360210383,5790.1,13.27,1.93,1.53,2023-07-28
Nifty MidSmall Healthcare,-,-,-,25721.84,25.23,.1,42618846,2591.88,41.54,4.43,.71,2023-07-28
Nifty MidSmall IT & Telecom,-,-,-,7495.93,44.17,.59,148314804,2956,245.88,32.67,1.18,2023-07-28
Nifty MidSmall India Consumption,-,-,-,12733.11,144.3,1.15,45019151,2715.82,56.94,6.74,.59,2023-07-28
Nifty REITs & InvITs,-,-,-,999.08,4.84,.49,2322163,33.87,69.77,1.15,7.74,2023-07-28
Nifty Core Housing,-,-,-,12008.21,103.29,.87,88823965,4108.09,33.77,4.65,.61,2023-07-28
Nifty Consumer Durables,27083,27181,26967.8,27151.65,116.75,.43,13341907,971.88,59.92,10.66,.58,2023-07-28
Nifty Non-Cyclical Consumer,-,-,-,11991.92,94.09,.79,140338428,5799.98,61.19,11.45,.93,2023-07-28
NIFTY100 Alpha 30,-,-,-,12106.9,58.9,.49,158776654,12498.7,22.27,4.96,1.3,2023-07-28
NIFTY500 Value 50,-,-,-,8378.01,53.24,.64,607415368,9692.12,8.16,1.35,4.58,2023-07-28
Nifty100 Low Volatility 30,15009.85,15102.75,14981.3,15092.45,91.1,.61,174847513,15533.24,27.11,5.47,1.68,2023-07-28
NIFTY Alpha Low-Volatility 30,19676.4,19777.25,19609.55,19762.95,115.4,.59,147928378,9265.63,21.48,4.58,1.52,2023-07-28
NIFTY Quality Low-Volatility 30,-,-,-,13817.57,64.19,.47,86696259,10385.66,27.71,8.14,2.05,2023-07-28
NIFTY Alpha Quality Low-Volatility 30,-,-,-,16223.58,131.77,.82,104946897,6652.42,22.37,7.28,2.16,2023-07-28
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13768.79,103.94,.76,172855829,11906.51,17.31,5.31,2.57,2023-07-28
NIFTY200 Quality 30,15910.5,15961.1,15870.35,15941.85,60.9,.38,57684276,6454.11,26.76,9.73,2.42,2023-07-28
NIFTY Midcap150 Quality 50,17930.75,17933.15,17864.6,17908.3,57.7,.32,32130081,3511.69,33.47,8.04,1.59,2023-07-28
Nifty200 Momentum 30,21909.75,22097.3,21877.75,22084.3,219.2,1,245131969,7340.01,19.07,3.74,1.28,2023-07-28
Nifty India Manufacturing,9564.45,9583.65,9533.6,9577.1,39.4,.41,251819178,13941.43,26.54,4.59,1.39,2023-07-28
Nifty100 ESG Sector Leaders,3128.5,3134.1,3114,3130.45,4.55,.15,175665536,14928.46,27.13,5.42,1.21,2023-07-28
Nifty200 Alpha 30,-,-,-,16261.41,146.98,.91,304881118,7829.82,15.3,2.55,1.4,2023-07-28
Nifty Midcap150 Momentum 50,-,-,-,38294.44,248.66,.65,323056099,6537.04,19,3.43,1.08,2023-07-28
Nifty Smallcap250 Quality 50,-,-,-,18548.89,78.42,.42,83045312,2861.75,20.52,4.38,1.72,2023-07-28
NIFTY100 ESG,3685.25,3689.15,3666.15,3681.1,0.6,.02,471777524,28702.63,28.16,5.94,1.29,2023-07-28
NIFTY100 Enhanced ESG,-,-,-,3711.02,-0.33,-.01,380309310,24169.81,28.91,6.05,1.28,2023-07-28
NIFTY50 Equal Weight,22954.75,22994.25,22874.4,22977.7,51.7,.23,258671382,22995.98,20.2,4.42,1.59,2023-07-28
Nifty 50 Futures Index,-,-,-,5912.48,-17.84,-.3,-,-,-,-,-,2023-07-28
Nifty 50 Arbitrage,-,-,-,2181.51,3.59,.16,-,-,-,-,-,2023-07-28
Nifty Aditya Birla Group,-,-,-,5905.94,10.97,.19,119302739,708.16,231.12,6.88,.67,2023-07-28
Nifty 8-13 yr G-Sec,2460.37,2460.37,2451.7,2453.92,-5.99,-.24,-,-,-,-,-,2023-07-28
Nifty 4-8 yr G-Sec Index,2664.61,2664.61,2657.99,2660.0,-4.1,-.15,-,-,-,-,-,2023-07-28
Nifty 11-15 yr G-Sec Index,2698.3,2698.3,2689.1,2689.1,-8.67,-.32,-,-,-,-,-,2023-07-28
Nifty 15 yr and above G-Sec Index,2950.49,2950.49,2930.33,2930.33,-19.59,-.66,-,-,-,-,-,2023-07-28
Nifty Composite G-sec Index,2535.87,2535.87,2528.35,2528.78,-6.6,-.26,-,-,-,-,-,2023-07-28
Nifty 10 yr Benchmark G-Sec,2180.92,2180.92,2172.64,2174.91,-5.59,-.26,-,-,-,-,-,2023-07-28
Nifty 10 yr Benchmark G-Sec (Clean Price),875.91,875.91,872.47,873.42,-2.5,-.29,-,-,-,-,-,2023-07-28
Nifty 1D Rate Index,-,-,-,2160.47,0.39,.02,-,-,-,-,-,2023-07-28
Nifty50 USD,-,-,-,8275.78,-37.87,-.46,-,-,-,-,-,2023-07-28
Nifty 50,19666.35,19772.75,19597.6,19753.8,107.75,.55,295053318,23075.38,23.01,4.83,1.28,2023-07-31
Nifty Next 50,45156,45368.45,45151.7,45287.0,120.6,.27,268489132,8654.37,29.14,4.69,1.59,2023-07-31
Nifty 100,19598.9,19697.45,19545,19679.35,98.7,.5,563542450,31729.75,23.87,4.86,1.31,2023-07-31
Nifty 200,10397.85,10454.8,10372,10445.9,59.3,.57,1569505847,46642.33,24.08,4.54,1.29,2023-07-31
Nifty 500,16972.5,17072.8,16939,17059.0,110.65,.65,2443434212,63188.37,24.24,4.52,1.25,2023-07-31
Nifty Midcap 50,10704.2,10831.5,10689.45,10822.5,136.2,1.27,506524904,7779.56,24.49,3.07,1.23,2023-07-31
NIFTY Midcap 100,37432,37757.15,37352.65,37721.35,364.2,.97,1005963397,14912.58,25.42,3.26,1.19,2023-07-31
NIFTY Smallcap 100,11651,11712.9,11639,11702.85,102.55,.88,588291963,8259.98,21.86,3.56,1.19,2023-07-31
Nifty50 Dividend Points,-,-,-,103.27,0.0,-,-,-,-,-,-,2023-07-31
Nifty Auto,15574.55,15738.15,15512.9,15708.05,170.15,1.1,38475108,2969.21,26.92,5.97,.99,2023-07-31
Nifty Bank,45546.35,45694.9,45359.75,45651.1,183.0,.4,247859113,8729.51,17.37,3.17,.76,2023-07-31
Nifty Energy,26601,26883.6,26525.1,26853.65,419.95,1.59,148589744,4468.46,12.23,2.46,3.01,2023-07-31
Nifty Financial Services,20303.6,20363.2,20213.35,20342.05,44.0,.22,113781997,9399.87,19.46,4.13,.74,2023-07-31
Nifty FMCG,52953.15,53021.5,52517.05,52636.85,-327.2,-.62,23039789,2365.53,45.06,12.75,1.79,2023-07-31
Nifty IT,29605.5,29951.6,29452.35,29928.45,438.2,1.49,22494998,3431.45,25.17,8.12,2.66,2023-07-31
Nifty Media,2060.65,2072.15,2054.55,2061.5,8.95,.44,40812363,629.01,-,3.09,.68,2023-07-31
Nifty Metal,6643.65,6767.85,6643.65,6758.2,117.4,1.77,184140261,4049.96,22.88,2.17,3.14,2023-07-31
Nifty MNC,22441.2,22518.15,22405.15,22491.0,126.85,.57,38533232,4151.66,39.74,8.24,2.41,2023-07-31
Nifty Pharma,14935.6,15017.35,14918.25,14992.15,29.6,.2,27774257,2286.78,32.34,5.12,1.04,2023-07-31
Nifty PSU Bank,4621.2,4635.25,4602.4,4620.55,14.7,.32,145656528,1722.37,7.95,1.16,2.27,2023-07-31
Nifty Realty,563.9,568.8,563.05,566.75,3.8,.68,18727535,610.16,54.85,4.18,.46,2023-07-31
Nifty India Consumption,8396.55,8413.25,8366.65,8402.2,-9.75,-.12,67453059,6609.75,42.04,8.98,1.12,2023-07-31
Nifty Commodities,6294.45,6364.85,6294.3,6360.25,81.75,1.3,263230589,8464.31,16.46,2.43,2.52,2023-07-31
Nifty Dividend Opportunities 50,4416.6,4448.75,4395,4445.9,44.15,1,723511085,14216.05,16.87,3.19,3.47,2023-07-31
Nifty Infrastructure,6071,6122.6,6057.55,6115.35,62.45,1.03,250345927,8860.98,22.43,3.46,1.2,2023-07-31
Nifty PSE,5438.7,5516.5,5409.1,5511.05,111.5,2.06,373458049,6227.67,9.29,1.77,4.3,2023-07-31
Nifty Services Sector,25204.35,25318.75,25099.05,25294.1,150.0,.6,245729726,15669.43,22.12,4.75,1.27,2023-07-31
Nifty50 Shariah,-,-,-,4054.34,32.32,.8,126159702,8332.14,23.28,5.48,2.36,2023-07-31
Nifty500 Shariah,-,-,-,5562.38,48.66,.88,579479073,24253.1,27.32,5.45,1.65,2023-07-31
Nifty Low Volatility 50,-,-,-,18363.11,73.15,.4,197817026,18017.58,29.33,5.44,1.48,2023-07-31
Nifty Alpha 50,33856.35,34065.2,33803.2,33995.7,268.6,.8,485953021,8995.86,16.84,2.69,1.41,2023-07-31
Nifty High Beta 50,-,-,-,2706.58,21.34,.79,698762762,12771.03,17.77,2.06,1.63,2023-07-31
Nifty100 Equal Weight,22885.3,23002.9,22865.5,22983.6,109.15,.48,563542450,31729.75,24.48,4.75,1.45,2023-07-31
Nifty100 Liquid 15,5166.05,5207.1,5153.55,5201.35,36.3,.7,105298578,7648.07,23.93,4.02,.97,2023-07-31
Nifty CPSE,3454.85,3516.75,3431.55,3512.9,83.75,2.44,233104548,3002.42,8.89,1.95,5.35,2023-07-31
Nifty50 Value 20,10046.45,10128.55,9993.7,10121.6,107.1,1.07,196376648,8558.45,19.17,4.31,2.99,2023-07-31
Nifty Midcap Liquid 15,8894.7,8993,8875.5,8982.1,112.2,1.26,74915256,2599.29,26.67,3.51,.81,2023-07-31
Nifty Shariah 25,-,-,-,6596.48,46.35,.71,156178839,8925.69,23.86,6.15,2.28,2023-07-31
India VIX,10.135,11.1875,10.135,10.41,0.28,2.74,-,-,-,-,-,2023-07-31
Nifty Growth Sectors 15,9659.7,9719.2,9611.05,9709.7,48.95,.51,44263078,5007.86,33.17,8.92,2.1,2023-07-31
Nifty50 TR 1x Inverse,199.55,200.2,198.45,198.65,-1.0,-.5,-,-,-,-,-,2023-07-31
Nifty50 TR 2x Leverage,14215.7,14368.7,14118.55,14342.05,148.0,1.04,-,-,-,-,-,2023-07-31
Nifty50 PR 1x Inverse,237.05,237.9,235.8,236.0,-1.2,-.51,-,-,-,-,-,2023-07-31
Nifty50 PR 2x Leverage,10051.4,10159.6,9982.7,10140.75,104.65,1.04,-,-,-,-,-,2023-07-31
NIFTY100 Quality 30,4350.3,4373.45,4338.15,4368.55,13.15,.3,82051777,11020.52,27.85,9.09,2.06,2023-07-31
Nifty 50 Futures Index,-,-,-,5940.06,27.58,.47,-,-,-,-,-,2023-07-31
NIFTY50 Equal Weight,22994,23150.2,22927.25,23128.8,151.1,.66,295053318,23075.38,20.29,4.45,1.58,2023-07-31
Nifty 50 Futures TR Index,-,-,-,21181.06,110.46,.52,-,-,-,-,-,2023-07-31
Nifty Mahindra Group,-,-,-,20351.9,251.59,1.25,22182604,1391.25,19.49,4.16,2.14,2023-07-31
Nifty Aditya Birla Group,-,-,-,5954.47,48.53,.82,179726966,809.52,233.02,6.94,.66,2023-07-31
Nifty Tata Group,-,-,-,14272.62,214.21,1.52,101110116,3834.88,34.9,8.37,2.19,2023-07-31
Nifty Tata Group 25% Cap,-,-,-,11818.88,150.98,1.29,87562743,3180.37,41.01,5.48,1.54,2023-07-31
Nifty Private Bank,23378.35,23432.2,23269.55,23411.1,98.6,.42,207604737,8046.46,18.36,3.15,.54,2023-07-31
Nifty Smallcap 250,11297.05,11367.7,11288.65,11355.0,115.9,1.03,836264592,14376.45,22.67,3.7,1.07,2023-07-31
Nifty Smallcap 50,5258.25,5299.5,5247.85,5294.75,62.45,1.19,457943185,5200.7,22.84,3.63,1.71,2023-07-31
Nifty MidSmallcap 400,13044,13165.3,13036.9,13152.1,146.25,1.12,1875741310,31286.17,25.57,3.71,1.07,2023-07-31
Nifty Midcap 150,14000.65,14153.85,13993.45,14140.0,164.0,1.17,1039476718,16909.72,27.41,3.71,1.07,2023-07-31
Nifty Midcap Select,8492.65,8616.4,8488.05,8608.1,128.8,1.52,223848376,4542.11,34.95,3.44,.79,2023-07-31
NIFTY LargeMidcap 250,11414.45,11503.5,11397.75,11495.15,96.1,.84,1603019168,48639.47,25.55,4.2,1.19,2023-07-31
NIFTY SME EMERGE,-,-,-,8194.42,96.17,1.19,-,-,57.95,5.57,.09,2023-07-31
Nifty Oil & Gas,8097.85,8151.3,8063.5,8141.15,82.95,1.03,130540233,3134.5,12.45,1.94,3.02,2023-07-31
Nifty Financial Services 25/50,20562.55,20676.65,20484.95,20659.35,75.15,.37,113781997,9399.87,17.32,3.89,.92,2023-07-31
Nifty Healthcare Index,9575.7,9602.1,9534.8,9563.3,-40.65,-.42,28668589,2556.97,36.65,5.74,.8,2023-07-31
Nifty500 Multicap 50:25:25,11355.35,11430.2,11340.15,11421.6,91.4,.81,2443434212,63188.37,24.33,4.2,1.18,2023-07-31
